"region","innvandringskategori","landbakgrunn","Personer 2010","Personer 2011","Personer 2012","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017"
"0429 Åmot","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Trinidad og Tobago",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","USA",4,4,5,6,6,5,6,6
"0429 Åmot","Innvandrere","Argentina",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bolivia",0,0,3,0,0,0,3,0
"0429 Åmot","Innvandrere","Brasil",0,3,0,3,3,0,0,0
"0429 Åmot","Innvandrere","Chile",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Colombia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Ecuador",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Fransk Guyana",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guyana",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Paraguay",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Peru",3,3,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Surinam",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Uruguay",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Venezuela",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Australia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Fiji",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guam",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","New Zealand",0,0,3,0,3,0,0,0
"0429 Åmot","Innvandrere","Niue",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Palau",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Danmark",13,13,12,9,7,11,10,14
"0430 Stor-Elvdal","Innvandrere","Grønland",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Finland",0,0,0,0,0,3,3,3
"0430 Stor-Elvdal","Innvandrere","Færøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Island",3,0,0,3,0,0,0,3
"0430 Stor-Elvdal","Innvandrere","Sverige",10,10,9,9,10,8,7,7
"0430 Stor-Elvdal","Innvandrere","Albania",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Belgia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bosnia-Hercegovina",0,0,0,0,3,3,3,3
"0430 Stor-Elvdal","Innvandrere","Bulgaria",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Estland",3,3,3,3,5,5,5,7
"0430 Stor-Elvdal","Innvandrere","Frankrike",3,3,3,3,3,4,5,4
"0430 Stor-Elvdal","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Hellas",0,3,0,0,0,3,3,0
"0430 Stor-Elvdal","Innvandrere","Hviterussland",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Irland",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Italia",3,3,3,0,3,0,0,0
"0430 Stor-Elvdal","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kosovo",8,8,8,8,7,7,7,7
"0430 Stor-Elvdal","Innvandrere","Kroatia",3,0,0,3,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Latvia",5,6,7,9,9,11,8,7
"0430 Stor-Elvdal","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Litauen",0,0,0,0,0,0,3,0
"0430 Stor-Elvdal","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Makedonia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Man",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Moldova",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Monaco",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Montenegro",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nederland",9,13,17,21,22,22,27,26
"0430 Stor-Elvdal","Innvandrere","Polen",4,8,19,20,22,24,25,21
"0430 Stor-Elvdal","Innvandrere","Portugal",0,3,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Romania",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Russland",6,6,5,5,5,4,3,3
"0430 Stor-Elvdal","Innvandrere","San Marino",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Serbia",0,0,0,0,0,7,10,14
"0430 Stor-Elvdal","Innvandrere","Serbia og Montenegro",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Slovakia",3,3,3,3,3,3,3,3
"0430 Stor-Elvdal","Innvandrere","Slovenia",0,0,0,0,3,3,0,0
"0430 Stor-Elvdal","Innvandrere","Spania",0,3,3,5,4,7,13,13
"0430 Stor-Elvdal","Innvandrere","Storbritannia",3,4,0,3,0,0,3,3
"0430 Stor-Elvdal","Innvandrere","Sveits",3,3,3,3,3,4,4,3
"0430 Stor-Elvdal","Innvandrere","Tsjekkia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tyrkia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tyskland",22,27,34,30,28,27,24,28
"0430 Stor-Elvdal","Innvandrere","Ukraina",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Ungarn",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Vatikanstaten",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Østerrike",3,0,3,3,3,0,3,4
"0430 Stor-Elvdal","Innvandrere","Algerie",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Angola",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Benin",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Botswana",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Det britiske territoriet i Indiahavet",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Burkina Faso",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Burundi",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Djibouti",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Egypt",0,0,3,3,0,0,0,3
"0430 Stor-Elvdal","Innvandrere","Ekvatorial-Guinea",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Elfenbeinskysten",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Eritrea",7,18,18,22,70,60,75,24
"0430 Stor-Elvdal","Innvandrere","Etiopia",0,3,3,0,3,3,6,0
"0430 Stor-Elvdal","Innvandrere","Gabon",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Gambia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Ghana",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guinea",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guinea-Bissau",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kamerun",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kapp Verde",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kenya",0,0,0,3,0,0,0,3
"0430 Stor-Elvdal","Innvandrere","Komorene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kongo",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kongo-Brazzaville",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Lesotho",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Liberia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Libya",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Madagaskar",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Malawi",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mali",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Marokko",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mauritania",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mauritius",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mayotte",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mosambik",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Namibia",4,3,3,3,3,3,0,0
"0430 Stor-Elvdal","Innvandrere","Niger",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nigeria",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Réunion",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Rwanda",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","São Tomé og Príncipe",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Senegal",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Den sentralafrikanske republikk",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Seychellene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sierra Leone",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Somalia",18,21,18,15,76,23,8,5
"0430 Stor-Elvdal","Innvandrere","St. Helena",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sudan",0,0,4,12,7,4,15,7
"0430 Stor-Elvdal","Innvandrere","Swaziland",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sør-Afrika",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sør-Sudan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tanzania",0,0,3,4,4,4,4,4
"0430 Stor-Elvdal","Innvandrere","Togo",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tunisia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Uganda",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Vest-Sahara",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Zambia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Zimbabwe",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Afghanistan",6,3,8,3,5,0,0,5
"0430 Stor-Elvdal","Innvandrere","Armenia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Aserbajdsjan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bahrain",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bangladesh",0,0,0,0,3,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bhutan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Brunei",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Filippinene",0,0,3,0,0,0,3,3
"0430 Stor-Elvdal","Innvandrere","De forente arabiske emirater",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Georgia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Hongkong",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","India",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Indonesia",0,0,0,0,0,3,3,3
"0430 Stor-Elvdal","Innvandrere","Irak",10,9,12,4,4,4,5,6
"0430 Stor-Elvdal","Innvandrere","Iran",0,3,4,3,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Israel",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Japan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Jemen",3,3,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Jordan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kambodsja",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kasakhstan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kina",3,0,0,0,0,3,0,0
"0430 Stor-Elvdal","Innvandrere","Kirgisistan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kuwait",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kypros",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Laos",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Libanon",0,0,0,0,0,0,3,3
"0430 Stor-Elvdal","Innvandrere","Macao",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Malaysia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mongolia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Myanmar",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nepal",0,3,0,3,4,10,14,9
"0430 Stor-Elvdal","Innvandrere","Nord-Korea",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Oman",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Pakistan",0,0,3,3,3,3,0,3
"0430 Stor-Elvdal","Innvandrere","Palestina",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Qatar",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saudi-Arabia",0,0,0,0,3,3,0,0
"0430 Stor-Elvdal","Innvandrere","Singapore",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sri Lanka",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Syria",0,0,0,0,17,16,12,18
"0430 Stor-Elvdal","Innvandrere","Sør-Korea",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tadsjikistan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Taiwan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Thailand",7,7,7,6,11,11,11,13
"0430 Stor-Elvdal","Innvandrere","Turkmenistan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Usbekistan",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Vietnam",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Canada",0,0,3,3,3,3,3,3
"0430 Stor-Elvdal","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Costa Rica",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Cuba",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Den dominikanske republikk",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guatemala",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Honduras",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Jamaica",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mexico",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Trinidad og Tobago",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","USA",0,0,0,3,4,6,3,3
"0430 Stor-Elvdal","Innvandrere","Argentina",0,0,0,0,0,0,0,3
"0430 Stor-Elvdal","Innvandrere","Bolivia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Brasil",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Chile",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Colombia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Ecuador",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Fransk Guyana",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guyana",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Paraguay",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Peru",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Surinam",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Uruguay",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Venezuela",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Australia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Fiji",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Guam",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","New Zealand",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Niue",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Palau",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"0430 Stor-Elvdal","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Danmark",4,5,5,5,5,4,4,4
"0432 Rendalen","Innvandrere","Grønland",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Finland",3,3,3,3,3,3,4,3
"0432 Rendalen","Innvandrere","Færøyene",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Island",0,0,0,0,0,4,4,3
"0432 Rendalen","Innvandrere","Sverige",11,12,13,13,13,12,11,10
"0432 Rendalen","Innvandrere","Albania",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Belgia",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Bulgaria",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Estland",3,3,3,3,3,3,3,0
"0432 Rendalen","Innvandrere","Frankrike",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Hellas",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Hviterussland",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Irland",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Italia",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Kosovo",0,0,3,0,0,0,0,3
"0432 Rendalen","Innvandrere","Kroatia",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Latvia",13,13,13,10,8,9,9,11
"0432 Rendalen","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Litauen",3,3,3,4,4,5,6,6
"0432 Rendalen","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Makedonia",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Man",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Moldova",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Monaco",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Montenegro",0,0,0,0,0,0,0,0
"0432 Rendalen","Innvandrere","Nederland",0,3,3,7,8,10,6,6
